"Studien_jahr","Studie","Label","Wert","Wert_low","Wert_upp","n","var","sex","SDcasmin","agegr","bula","Fallzahl_gesamt","typ","stand","var_label","Indikator","Substrata"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",0.1534,0.1384,0.1697,657,"PAadi","Gesamt","Gesamt",">=80 Jahre","Deutschland",43981,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1258,0.0836,0.1849,31,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.0458,0.0241,0.0854,12,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1492,0.1185,0.1862,99,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1321,0.0589,0.2702,9,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.0974,0.0813,0.1162,178,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1155,0.0879,0.1504,79,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.0884,0.0586,0.1312,38,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.0971,0.076,0.1233,101,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1126,0.0901,0.1398,132,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1377,0.067,0.262,12,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1083,0.0654,0.174,31,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1408,0.099,0.1963,44,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1993,0.13,0.2931,33,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1345,0.0982,0.1815,55,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.2028,0.1424,0.2804,44,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2002,"GSTel03","Adipositas (BMI >= 30)",0.1117,0.0745,0.1643,32,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",7986,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2266,0.1602,0.3105,40,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1475,0.087,0.2391,19,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1789,0.1408,0.2246,85,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1096,0.0329,0.3081,4,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1945,0.1685,0.2234,235,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2145,0.1665,0.2718,81,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.184,0.1374,0.242,51,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1642,0.1305,0.2047,101,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1898,0.1595,0.2244,142,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.201,0.1122,0.3338,12,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1792,0.1273,0.2462,47,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.299,0.2194,0.393,48,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.211,0.14,0.3052,27,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2598,0.1817,0.3569,45,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.3236,0.228,0.4367,34,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2589,0.1752,0.3649,38,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",5456,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1541,0.1206,0.1948,96,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1027,0.0693,0.1497,48,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1479,0.1273,0.1712,284,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.0272,0.0138,0.0529,12,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1598,0.1451,0.1757,684,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1163,0.0969,0.1391,177,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1625,0.1346,0.1948,159,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1319,0.114,0.1522,287,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1399,0.1234,0.1581,378,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1459,0.097,0.2136,38,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1119,0.0903,0.1379,121,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1934,0.1562,0.2369,119,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1596,0.1156,0.2162,58,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1419,0.1135,0.1761,128,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.191,0.1489,0.2417,101,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1653,0.1301,0.2077,100,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",20809,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1238,0.0982,0.155,102,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1242,0.0883,0.172,62,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1595,0.1399,0.1813,319,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1558,0.091,0.2539,24,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1409,0.1276,0.1555,642,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1436,0.123,0.1669,228,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.157,0.1309,0.1872,168,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1316,0.1143,0.1511,315,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1316,0.1172,0.1474,432,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1287,0.0785,0.2041,23,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1224,0.0961,0.1547,114,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1848,0.1486,0.2274,131,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1704,0.1285,0.2226,63,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1536,0.1235,0.1894,118,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.2095,0.1665,0.2602,90,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1667,0.1316,0.2089,97,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",21566,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1607,0.1138,0.2223,65,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1531,0.0891,0.2505,37,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1667,0.1416,0.1952,239,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.131,0.0624,0.2548,16,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1506,0.131,0.1725,369,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1409,0.1191,0.1659,220,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1891,0.1515,0.2335,149,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1253,0.1072,0.1458,312,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.144,0.1265,0.1635,391,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1546,0.1085,0.2155,65,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1131,0.0914,0.1392,130,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1627,0.1389,0.1897,218,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.228,0.1756,0.2905,101,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1716,0.1508,0.1946,339,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.2018,0.1658,0.2433,137,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1686,0.1407,0.2007,162,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",18879,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.201,0.166,0.2411,179,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1098,0.0861,0.1389,120,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1856,0.1641,0.2092,371,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1674,0.1334,0.2081,140,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1805,0.1644,0.1978,656,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.191,0.1633,0.2222,254,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1852,0.1552,0.2195,169,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.145,0.1273,0.1647,369,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1608,0.1446,0.1785,497,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1614,0.1327,0.1949,136,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1462,0.1178,0.1802,132,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.2015,0.1717,0.2349,217,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.2059,0.1737,0.2422,209,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1642,0.137,0.1956,204,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.2043,0.1727,0.24,182,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1864,0.1576,0.219,207,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",23740,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1682,0.1273,0.2188,114,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1672,0.1096,0.2465,78,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.19,0.1618,0.2217,322,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2007,0.0692,0.4588,27,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.195,0.1742,0.2178,744,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1616,0.1357,0.1915,248,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1662,0.1316,0.2077,184,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1566,0.1338,0.1824,360,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1775,0.1517,0.2065,467,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2236,0.1802,0.2738,370,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1586,0.127,0.1964,303,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2171,0.1727,0.2692,159,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2028,0.1509,0.2668,88,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1597,0.1291,0.196,163,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2284,0.1777,0.2886,120,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2392,0.1685,0.3278,112,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2503,0.1117,0.4699,7,"PAadi","Gesamt","Gesamt","Gesamt",NA,22361,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1082,0.0564,0.1976,15,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",2932,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.0613,0.0285,0.1267,11,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",2932,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1449,0.0831,0.2406,36,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",2932,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.153,0.0506,0.3795,4,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",2932,"Kat",1,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
