"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende","invalid1","invalid2","invalidFall"
2019,"GEDA2019","Adipositas (BMI >= 30)",20.28,15.09,26.68,88,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",413,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19,20.6]","3","19.0-20.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",20.53,15.91,26.08,180,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",831,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19.8,21.5]","4","19.8-21.5",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",17.89,11.15,27.46,25,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",148,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.2,19.3]","5","16.20-19.30",FALSE,TRUE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",13.85,9.21,20.29,33,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",213,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.4,17.3]","4","13.40-17.3",FALSE,TRUE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",18.14,11.89,26.67,27,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",144,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.5,18.2]","4","16.5-18.2",FALSE,TRUE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",15.83,11.02,22.22,36,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",215,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(14.8,17.8]","3","14.80-17.8",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",18.61,12.84,26.19,44,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",207,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.5,19.4]","4","16.50-19.4",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",27.32,19.22,37.26,57,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",219,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(23.9,27.3]","5","23.9-27.3",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",22.15,17.65,27.42,104,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",485,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.8,23.4]","5","20.8-23.4",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",18.97,14.66,24.19,105,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",514,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.9,19.9]","4","17.9-19.9",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",21.59,13.66,32.41,42,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",183,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(21.5,25.4]","5","21.50-25.40",FALSE,TRUE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",18.83,13.13,26.25,46,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",230,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.2,21.3]","2","17.2-21.3",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",17.89,12.83,24.39,70,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",371,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.8,20.4]","3","17.8-20.4",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",23.57,16.17,33.03,110,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",460,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(22.3,25.6]","5","22.30-25.6",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",16.21,14.1,18.56,284,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2099,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(13.3,16.5]","4","13.30-16.50",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",17.3,15.21,19.61,319,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2096,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17,18.8]","4","17.0-18.8",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.85,14.5,19.5,239,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1522,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.4,17.6]","2","15.4-17.6",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.23,17.25,21.38,371,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1961,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.7,20.5]","4","18.7-20.5",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",20.59,17.96,23.49,322,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1778,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(20,21.7]","4","20.0-21.7",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.91,18.05,21.9,730,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",4179,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.2,20.1]","2","18.2-20.1",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",17.62,14.55,21.18,142,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",958,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.7,19.7]","5","16.70-19.70",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",14.85,12.1,18.1,142,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1141,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14,17.6]","4","14.00-17.60",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",17.52,14.71,20.74,153,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",925,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.1,19]","4","17.1-19.0",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",17.08,14.12,20.52,166,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1171,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.4,17.7]","3","14.40-17.7",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",17.69,14.43,21.5,131,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",780,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.4,18.8]","4","16.40-18.8",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.04,12.81,19.91,108,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",742,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.9,18]","2","14.9-18.0",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",20.74,17.77,24.07,184,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",894,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(19,21.3]","4","19.0-21.3",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",17.79,15.27,20.63,187,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1067,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.6,18.9]","2","16.6-18.9",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",21.44,17.55,25.94,168,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",874,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(19.5,23.4]","4","19.50-23.4",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",19.75,16.37,23.63,154,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",904,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.4,20.6]","3","18.4-20.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",20.57,17.93,23.49,377,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",1965,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.3,21.1]","3","18.3-21.1",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.25,16.72,22.06,353,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",2214,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.6,21.8]","3","18.6-21.8",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",14.79,12.73,17.12,284,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2094,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(12.7,16]","4","12.70-16.00",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",15.95,13.99,18.13,319,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2095,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.7,17.5]","3","15.7-17.5",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.67,14.16,19.52,239,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1521,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.9,18.2]","3","15.9-18.2",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",18.56,16.41,20.92,371,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1961,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.7,18.7]","4","16.7-18.7",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",19,16.18,22.17,322,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1774,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19,20.6]","3","19.0-20.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.22,16.87,21.82,726,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",4171,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18,19.8]","3","18.0-19.8",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",16.01,12.98,19.58,142,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",955,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13,16.2]","4","13.00-16.20",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",13.52,10.91,16.64,142,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1139,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.4,17.3]","4","13.40-17.3",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",16.31,13.67,19.33,153,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",924,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(14.9,16.5]","3","14.9-16.5",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",15.58,12.78,18.86,166,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1171,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(14.8,17.8]","3","14.80-17.8",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",18.02,14.53,22.14,131,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",779,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.5,19.4]","4","16.50-19.4",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",15.2,11.82,19.34,108,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",742,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.8,17.1]","2","13.8-17.1",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",21.08,17.89,24.65,184,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",894,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.8,23.4]","5","20.8-23.4",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",16.14,13.38,19.33,187,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1067,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.8,17.9]","3","15.8-17.9",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",20.18,16.04,25.06,168,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",873,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.6,21.5]","4","17.60-21.50",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",17.76,14.2,21.98,154,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",901,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.2,21.3]","2","17.2-21.3",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.28,16.51,22.4,376,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",1963,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.8,20.4]","3","17.8-20.4",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.16,15.45,23.5,350,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",2208,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18.9,22.3]","4","18.90-22.3",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",17.33,15.82,18.95,685,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4839,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.5,19.7]","5","16.50-19.70",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",16.03,14.61,17.56,643,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4776,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.2,17]","3","15.2-17.0",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.53,14.56,18.72,369,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2507,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.4,17.6]","2","15.4-17.6",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",18.17,16.8,19.61,657,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",3944,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.8,18.7]","3","16.8-18.7",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",19.8,18.02,21.71,744,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4052,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.4,20]","3","18.4-20.0",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",20.24,18.91,21.63,1600,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",9056,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(20.1,22.1]","3","20.1-22.1",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",17.9,15.66,20.37,323,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2108,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.7,19.7]","5","16.70-19.70",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",16.78,14.81,18.96,362,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2731,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14,17.6]","4","14.00-17.60",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",16.16,14.1,18.45,298,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2096,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.2,17.1]","3","15.2-17.1",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",15.91,14.01,18.02,345,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2680,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.4,17.7]","3","14.40-17.7",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.8,13.97,20.06,189,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1222,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.4,18.8]","4","16.40-18.8",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.29,13.65,19.32,180,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1285,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.9,18]","2","14.9-18.0",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.01,17.03,21.17,330,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1792,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(19,21.3]","4","19.0-21.3",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",17.37,15.54,19.36,327,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2152,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.6,18.9]","2","16.6-18.9",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",20.02,17.43,22.89,365,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1985,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(19.5,23.4]","4","19.50-23.4",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",19.59,17.22,22.19,379,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2067,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.4,20.6]","3","18.4-20.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.65,19.71,23.72,818,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4189,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(21.1,23.8]","4","21.1-23.8",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",18.84,17.07,20.76,782,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4867,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.6,21.8]","3","18.6-21.8",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",15.98,14.51,17.57,684,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4831,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(12.7,16]","4","12.70-16.00",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",14.09,12.76,15.55,642,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4766,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(14,15.7]","2","14.0-15.7",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",15.06,13.1,17.25,369,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2505,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.6,15.9]","2","13.6-15.9",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",18.05,16.44,19.78,656,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",3932,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.7,18.7]","4","16.7-18.7",FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",19.5,17.42,21.78,744,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4045,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19,20.6]","3","19.0-20.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",20.31,18.6,22.13,1592,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",9029,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19.8,21.5]","4","19.8-21.5",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",17,14.81,19.44,323,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2107,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.2,19.3]","5","16.20-19.30",FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",14.99,13.09,17.11,361,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2724,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.4,17.3]","4","13.40-17.3",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",14.95,12.92,17.25,298,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2090,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(14.9,16.5]","3","14.9-16.5",FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",13.24,11.58,15.1,344,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2676,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(11.7,14.8]","2","11.70-14.8",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",15.91,13.05,19.25,189,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1222,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.7,16.5]","3","13.70-16.5",FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",14.21,11.67,17.21,180,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1283,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.8,17.1]","2","13.8-17.1",FALSE,FALSE,FALSE
